Type,Detail Date,Part ID,Part Description,Site,Part Storeroom,Quantity
Usage,09/18/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,54.64
Usage,09/20/2018 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,09/22/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,09/24/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,09/26/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.85
Usage,09/28/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,28.93
Usage,09/30/2015 17:20:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,10/02/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,10/03/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,52.23
Usage,10/05/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,10/08/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,50.22
Usage,10/06/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,10/10/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,51.83
Usage,10/13/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.86
Usage,10/15/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,47.41
Usage,10/17/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.46
Usage,10/19/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,54.24
Usage,10/21/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.85
Usage,10/23/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.86
Usage,10/25/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,10/27/2015 04:00:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.84
Usage,10/29/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,10/31/2015 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,11/02/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.45
Usage,11/06/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,24.91
Usage,11/08/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,11/10/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,58.26
Usage,11/12/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,30.94
Usage,11/14/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.46
Usage,11/16/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,58.26
Usage,11/18/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.87
Usage,11/20/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.05
Usage,11/22/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,63.08
Usage,11/24/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,61.48
Usage,11/27/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.85
Usage,11/29/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,20.09
Usage,12/01/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,62.28
Usage,12/03/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,12/06/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.46
Usage,12/08/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.86
Usage,12/11/2015 15:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,60.27
Usage,12/13/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,35.36
Usage,12/17/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.44
Usage,12/19/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.44
Usage,12/21/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,58.26
Usage,12/25/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,12/27/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,56.65
Usage,12/29/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.87
Usage,01/03/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.45
Usage,01/06/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,593.87
Usage,01/08/2015 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,01/27/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.85
Usage,01/31/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,28.93
Usage,02/06/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,52.23
Usage,02/07/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,02/09/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,02/11/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,50.22
Usage,02/13/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,51.83
Usage,02/15/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.86
Usage,02/17/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,47.41
Usage,02/18/2016 17:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.46
Usage,02/20/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,54.24
Usage,02/21/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.85
Usage,02/23/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.86
Usage,02/24/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,02/26/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.84
Usage,02/27/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,02/28/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,03/01/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.45
Usage,03/02/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,24.91
Usage,06/23/2020 16:00:00,15W40,Synthetic Oil,Jacksonville FL Shop,Main Parts Room - FL,0
Usage,06/23/2020 16:00:00,57745XD,Filter Oil,Jacksonville FL Shop,Main Parts Room - FL,0
Usage,11/07/2019 17:00:00,33691,Filter Fuel,Richmond VA Shop,Main Parts Room - VA,1
Usage,11/07/2019 17:00:00,33691,Filter Fuel,Richmond VA Shop,Main Parts Room - VA,1
Usage,11/07/2019 17:00:00,51372,Filter Oil,Richmond VA Shop,Main Parts Room - VA,1
Usage,11/07/2019 17:00:00,10W40,Oil,Richmond VA Shop,Main Parts Room - VA,16
Usage,11/07/2019 17:00:00,10W40,Oil,Richmond VA Shop,Main Parts Room - VA,16
Usage,11/07/2019 17:00:00,33691,Filter Fuel,Richmond VA Shop,Main Parts Room - VA,1
Usage,11/07/2019 17:00:00,51372,Filter Oil,Richmond VA Shop,Main Parts Room - VA,1
Usage,03/03/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,03/04/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,58.26
Usage,03/05/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,30.94
Usage,03/06/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.46
Usage,03/07/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,58.26
Usage,03/09/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.87
Usage,03/11/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.05
Usage,03/13/2016 05:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,63.08
Usage,03/15/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,61.48
Usage,03/17/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.85
Usage,03/19/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,20.09
Usage,03/21/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,62.28
Usage,03/23/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,03/25/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.46
Usage,03/27/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.86
Usage,03/29/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,60.27
Usage,03/31/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,35.36
Usage,04/02/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.44
Usage,04/04/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.44
Usage,04/06/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,58.26
Usage,04/07/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,04/09/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,56.65
Usage,04/11/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.87
Usage,04/13/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.45
Usage,04/15/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.87
Usage,04/17/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,04/19/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,26.12
Usage,04/21/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,54.64
Usage,04/23/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,04/25/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,04/27/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,30.94
Usage,04/29/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,05/01/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,05/03/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,05/05/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,05/07/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.85
Usage,05/07/2016 22:00:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,28.93
Usage,05/09/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,05/11/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,05/13/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,52.23
Usage,05/15/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,05/17/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,05/19/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,50.22
Usage,05/21/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,51.83
Usage,05/23/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.86
Usage,05/25/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,47.41
Usage,05/27/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.46
Usage,05/29/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,54.24
Usage,05/31/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.85
Usage,06/02/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.86
Usage,06/04/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,06/06/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.84
Usage,06/07/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,06/09/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,06/11/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.45
Usage,06/13/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,24.91
Usage,06/15/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,06/17/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,58.26
Usage,06/19/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,30.94
Usage,06/11/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.45
Usage,06/13/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,24.91
Usage,06/15/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,06/17/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,58.26
Usage,06/19/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,30.94
Usage,06/20/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.46
Usage,06/22/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,58.26
Usage,06/24/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.87
Usage,06/26/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.05
Usage,06/28/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,63.08
Usage,06/30/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,61.48
Usage,07/02/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.85
Usage,07/04/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,20.09
Usage,07/06/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,62.28
Usage,07/07/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,07/09/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.46
Usage,07/11/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.86
Usage,07/13/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,60.27
Usage,07/15/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,35.36
Usage,07/17/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.44
Usage,07/18/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.44
Usage,07/20/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,58.26
Usage,07/22/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,07/24/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,56.65
Usage,07/26/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.87
Usage,08/08/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.45
Usage,08/11/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.87
Usage,08/13/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,08/15/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,26.12
Usage,08/17/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,54.64
Usage,08/19/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,08/21/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,08/23/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,30.94
Usage,08/25/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,54.64
Usage,08/27/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,08/29/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.47
Usage,08/31/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,09/02/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.85
Usage,09/04/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,28.93
Usage,09/07/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,09/09/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,09/11/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,52.23
Usage,09/13/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,09/15/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,59.06
Usage,09/17/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,50.22
Usage,09/19/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,51.83
Usage,09/21/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.86
Usage,09/23/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,47.41
Usage,09/25/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.46
Usage,09/27/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,54.24
Usage,09/29/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,55.85
Usage,10/01/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.86
Usage,10/06/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.84
Usage,10/02/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,57.06
Usage,10/07/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,10/11/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,53.04
Usage,10/12/2016 04:05:00,Diesel In House,Diesel Fuel In House,Jacksonville FL Shop,Fuel Storage Tanks - FL,24.91
